task_type,model,run_name,encoder_stream,representation,representation_role,input_variant,target_name,timepoint,transition,probe_type,feature_dim,rows,patients,folds,fold_count
change,m1,m1_final,table_baseline,current_radiomics,current_radiomics,current_only,ld,,T2→T3,current_radiomics_single_output_ridge,4,375,375,"0,1,2,3,4",5
change,m1,m1_final,table_baseline,current_radiomics,current_radiomics,current_only,sphericity,,T0→T1,current_radiomics_single_output_ridge,4,375,375,"0,1,2,3,4",5
change,m1,m1_final,table_baseline,current_radiomics,current_radiomics,current_only,sphericity,,T1→T2,current_radiomics_single_output_ridge,4,375,375,"0,1,2,3,4",5
change,m1,m1_final,table_baseline,current_radiomics,current_radiomics,current_only,sphericity,,T2→T3,current_radiomics_single_output_ridge,4,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,bpe,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,bpe,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,bpe,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m1,m1_final,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,bpe,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,bpe,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,bpe,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ftv,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ftv,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ftv,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ld,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ld,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,ld,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,sphericity,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,sphericity,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,current_only,sphericity,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,sphericity,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,sphericity,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_combined,sphericity,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,bpe,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,bpe,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,bpe,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_difference,sphericity,,T2→T3,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,bpe,,T0→T1,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,bpe,,T1→T2,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,bpe,,T2→T3,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_global_pool,global_pool,observed_pair,sphericity,,T2→T3,single_output_ridge,256,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,bpe,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,bpe,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,bpe,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ftv,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ftv,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ftv,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ld,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ld,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,ld,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,sphericity,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,sphericity,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,current_only,sphericity,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,bpe,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,bpe,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,bpe,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ftv,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ftv,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ftv,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ld,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ld,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,ld,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,sphericity,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,sphericity,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_combined,sphericity,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,bpe,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,bpe,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,bpe,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ftv,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ftv,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ftv,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ld,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ld,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,ld,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,sphericity,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,sphericity,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_difference,sphericity,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,bpe,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,bpe,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,bpe,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ftv,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ftv,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ftv,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ld,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ld,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,ld,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,sphericity,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,sphericity,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_preprojector,preprojector,observed_pair,sphericity,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,bpe,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,bpe,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,bpe,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ftv,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ftv,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ftv,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ld,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ld,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,ld,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,sphericity,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,sphericity,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,current_only,sphericity,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,bpe,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,bpe,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,bpe,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ftv,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ftv,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ftv,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ld,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ld,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,ld,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,sphericity,,T0→T1,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,sphericity,,T1→T2,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_combined,sphericity,,T2→T3,single_output_ridge,576,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,bpe,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,bpe,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,bpe,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ftv,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ftv,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ftv,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ld,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ld,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,ld,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,sphericity,,T0→T1,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,sphericity,,T1→T2,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_difference,sphericity,,T2→T3,single_output_ridge,192,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,bpe,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,bpe,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,bpe,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ftv,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ftv,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ftv,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ld,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ld,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,ld,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,sphericity,,T0→T1,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,sphericity,,T1→T2,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_projected,projected,observed_pair,sphericity,,T2→T3,single_output_ridge,384,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,bpe,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,bpe,,T1→T2,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,bpe,,T2→T3,single_output_ridge,128,369,369,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ftv,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ftv,,T1→T2,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ftv,,T2→T3,single_output_ridge,128,369,369,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ld,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ld,,T1→T2,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,ld,,T2→T3,single_output_ridge,128,369,369,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,sphericity,,T0→T1,single_output_ridge,128,375,375,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,sphericity,,T1→T2,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,current_only,sphericity,,T2→T3,single_output_ridge,128,369,369,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,bpe,,T0→T1,single_output_ridge,384,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,bpe,,T1→T2,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,bpe,,T2→T3,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ftv,,T0→T1,single_output_ridge,384,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ftv,,T1→T2,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ftv,,T2→T3,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ld,,T0→T1,single_output_ridge,384,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ld,,T1→T2,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,ld,,T2→T3,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,sphericity,,T0→T1,single_output_ridge,384,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,sphericity,,T1→T2,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_combined,sphericity,,T2→T3,single_output_ridge,384,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,bpe,,T0→T1,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,bpe,,T1→T2,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,bpe,,T2→T3,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ftv,,T0→T1,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ftv,,T1→T2,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ftv,,T2→T3,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ld,,T0→T1,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ld,,T1→T2,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,ld,,T2→T3,single_output_ridge,128,368,368,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,sphericity,,T0→T1,single_output_ridge,128,372,372,"0,1,2,3,4",5
change,m2,m2_final,ema_target,ema_roi_mean,roi_mean,observed_difference,sphericity,,T1→T2,single_output_ridge,128,368,368,"0,1,2,3,4",5
